Year,Team,RA/G,ERA,CG,tSho,SV,IP,H,R,ER,HR,BB,SO,WHIP,SO9,HR9,E,DP,Fld%,PAge,WS_Winner
2015,SEA,4.48,4.16,6,12,45,1463.0,1430,726,677,181,491,1283,1.313,7.89,1.11,94,155,0.985,28.6,No
2014,SEA,3.42,3.17,2,9,51,1452.0,1240,554,512,137,463,1317,1.173,8.16,0.85,82,139,0.986,29.0,No
2013,SEA,4.65,4.31,4,14,43,1465.0,1467,754,702,174,478,1297,1.328,7.97,1.07,88,149,0.986,28.0,No
2012,SEA,4.02,3.76,8,11,43,1456.2,1359,651,608,166,449,1166,1.241,7.2,1.03,72,155,0.988,27.9,No
2011,SEA,4.17,3.9,12,10,39,1433.0,1369,675,621,145,436,1088,1.26,6.83,0.91,108,152,0.982,26.8,No
2010,SEA,4.31,3.93,11,10,38,1438.0,1402,698,628,157,452,973,1.289,6.09,0.98,110,145,0.982,27.1,No
2009,SEA,4.27,3.87,4,10,49,1452.2,1359,692,625,172,534,1043,1.303,6.46,1.07,105,150,0.982,27.4,No
2008,SEA,5.01,4.73,4,4,36,1435.1,1544,811,754,161,626,1016,1.512,6.37,1.01,99,160,0.984,28.5,No
2007,SEA,5.02,4.73,6,12,43,1434.1,1578,813,754,147,546,1020,1.481,6.4,0.92,90,167,0.985,28.1,No
2006,SEA,4.89,4.6,6,6,47,1446.2,1500,792,739,183,560,1067,1.424,6.64,1.14,88,150,0.985,28.0,No
2005,SEA,4.64,4.49,6,7,39,1427.2,1483,751,712,179,496,892,1.386,5.62,1.13,86,144,0.986,31.4,No
2004,SEA,5.08,4.76,7,7,28,1459.1,1498,823,772,212,575,1036,1.421,6.39,1.31,103,140,0.983,30.4,No
2003,SEA,3.93,3.76,8,15,38,1441.0,1340,637,602,173,466,1001,1.253,6.25,1.08,65,159,0.989,29.8,No
2002,SEA,4.31,4.07,8,12,43,1445.1,1422,699,654,178,441,1063,1.289,6.62,1.11,88,134,0.985,30.2,No
2001,SEA,3.87,3.54,8,14,56,1465.0,1293,627,576,160,465,1051,1.2,6.46,0.98,83,137,0.986,30.8,No
2000,SEA,4.81,4.49,4,10,44,1441.2,1442,780,720,167,634,998,1.44,6.23,1.04,99,176,0.984,29.3,No
1999,SEA,5.59,5.24,7,6,40,1433.2,1613,905,834,191,684,980,1.602,6.15,1.2,113,182,0.981,28.2,No
1998,SEA,5.31,4.93,17,7,31,1424.1,1530,855,781,196,528,1156,1.445,7.3,1.24,125,139,0.979,31.3,No
1997,SEA,5.14,4.78,9,8,38,1447.2,1500,833,769,192,598,1207,1.449,7.5,1.19,126,143,0.979,30.4,No
1996,SEA,5.56,5.21,4,4,34,1431.2,1562,895,829,216,605,1000,1.514,6.29,1.36,110,155,0.982,27.8,No
1995,SEA,4.88,4.5,9,8,39,1289.1,1343,708,644,149,591,1068,1.5,7.46,1.04,104,108,0.98,28.9,No
1994,SEA,5.5,4.99,13,7,21,984.0,1051,616,546,109,486,763,1.562,6.98,1.0,95,102,0.977,27.1,No
1993,SEA,4.51,4.2,22,10,41,1453.2,1421,731,678,135,605,1083,1.394,6.71,0.84,90,173,0.985,28.3,No
1992,SEA,4.93,4.55,21,9,30,1445.0,1467,799,730,129,661,894,1.473,5.57,0.8,112,170,0.982,27.4,No
1991,SEA,4.16,3.79,10,13,48,1464.1,1387,674,616,136,628,1003,1.376,6.16,0.84,110,187,0.983,27.5,No
1990,SEA,4.2,3.69,21,7,41,1443.1,1319,680,592,120,606,1064,1.334,6.63,0.75,130,152,0.979,26.9,No
1989,SEA,4.49,4.0,15,10,44,1438.0,1422,728,639,114,560,897,1.378,5.61,0.71,143,168,0.977,26.1,No
1988,SEA,4.62,4.15,28,11,28,1428.0,1385,744,659,144,558,981,1.361,6.18,0.91,123,168,0.98,26.4,No
1987,SEA,4.94,4.49,39,10,33,1430.2,1503,801,713,199,497,919,1.398,5.78,1.25,122,150,0.98,25.9,No
1986,SEA,5.15,4.65,33,5,27,1439.2,1590,835,744,171,585,944,1.511,5.9,1.07,156,191,0.975,26.9,No
1985,SEA,5.05,4.68,23,8,30,1432.0,1456,818,744,154,637,868,1.462,5.46,0.97,122,156,0.98,26.1,No
1984,SEA,4.78,4.31,26,4,35,1442.0,1497,774,690,138,619,972,1.467,6.07,0.86,128,143,0.979,26.1,No
1983,SEA,4.57,4.12,25,9,39,1418.1,1455,740,649,145,544,910,1.409,5.77,0.92,136,159,0.978,27.2,No
1982,SEA,4.4,3.88,23,11,39,1476.1,1431,712,636,173,547,1002,1.34,6.11,1.05,139,158,0.978,27.3,No
1981,SEA,4.74,4.23,10,5,23,997.1,1039,521,469,76,360,478,1.403,4.31,0.69,91,122,0.979,26.8,No
1980,SEA,4.87,4.38,31,7,26,1457.1,1565,793,709,159,540,703,1.444,4.34,0.98,149,189,0.977,26.5,No
1979,SEA,5.06,4.58,37,7,26,1438.0,1567,820,731,165,571,736,1.487,4.61,1.03,141,170,0.978,25.5,No
1978,SEA,5.21,4.67,28,4,20,1419.1,1540,834,737,155,567,630,1.484,3.99,0.98,141,174,0.978,26.9,No
1977,SEA,5.28,4.83,18,1,31,1433.0,1508,855,769,194,578,785,1.456,4.93,1.22,147,162,0.976,27.9,No
2023,SFG,4.44,4.02,4,11,50,1434.2,1395,719,641,173,403,1359,1.253,8.53,1.09,117,143,0.981,30.0,No
2022,SFG,4.3,3.85,1,8,39,1433.0,1397,697,613,132,441,1370,1.283,8.6,0.83,100,130,0.983,29.1,No
2021,SFG,3.67,3.24,2,18,56,1455.0,1254,594,524,151,416,1425,1.148,8.81,0.93,80,122,0.986,29.7,No
2019,SFG,4.77,4.38,1,8,41,1469.0,1395,773,715,227,519,1368,1.303,8.38,1.39,90,142,0.985,28.9,No
2018,SFG,4.31,3.95,1,15,36,1461.1,1387,699,641,156,524,1269,1.308,7.82,0.96,97,160,0.984,28.6,No
2017,SFG,4.79,4.5,3,5,32,1452.0,1515,776,726,182,496,1234,1.385,7.65,1.13,87,127,0.985,28.9,No
2016,SFG,3.9,3.65,10,11,43,1460.1,1334,631,593,158,439,1309,1.214,8.07,0.97,72,136,0.988,30.0,No
2015,SFG,3.87,3.72,7,18,41,1444.1,1344,627,597,155,431,1165,1.229,7.26,0.97,78,145,0.987,31.5,No
2014,SFG,3.79,3.5,8,12,46,1449.0,1305,614,564,133,389,1211,1.169,7.52,0.83,100,155,0.984,31.7,Yes
2013,SFG,4.27,4.0,2,13,41,1447.1,1380,691,643,145,521,1256,1.313,7.81,0.9,107,128,0.982,29.6,No
2012,SFG,4.01,3.68,5,14,53,1451.0,1361,649,593,142,489,1237,1.275,7.67,0.88,115,134,0.981,30.0,Yes
2011,SFG,3.57,3.2,3,12,52,1468.0,1260,578,522,96,559,1316,1.239,8.07,0.59,104,127,0.983,28.5,No
2010,SFG,3.6,3.36,6,17,57,1461.0,1279,583,546,134,578,1331,1.271,8.2,0.83,73,110,0.988,27.9,Yes
2009,SFG,3.77,3.55,11,18,41,1446.0,1268,611,571,140,584,1302,1.281,8.1,0.87,88,138,0.985,28.7,No
2008,SFG,4.69,4.38,4,12,41,1442.0,1416,759,701,147,652,1240,1.434,7.74,0.92,96,129,0.983,27.1,No
2007,SFG,4.44,4.19,5,10,37,1453.2,1442,720,677,133,593,1057,1.4,6.54,0.82,88,148,0.986,27.3,No
2006,SFG,4.91,4.63,7,9,37,1429.2,1422,790,735,153,584,992,1.403,6.24,0.96,91,132,0.985,28.7,No
2005,SFG,4.6,4.33,4,8,46,1444.1,1456,745,695,151,592,972,1.418,6.06,0.94,90,146,0.985,30.0,No
2004,SFG,4.75,4.29,8,8,46,1457.0,1481,770,695,161,548,1020,1.393,6.3,0.99,101,153,0.984,30.1,No
2003,SFG,3.96,3.73,7,10,43,1437.1,1349,638,595,136,546,1006,1.318,6.3,0.85,80,163,0.987,28.6,No
2002,SFG,3.8,3.54,10,13,43,1437.1,1349,616,566,116,523,992,1.302,6.21,0.73,90,166,0.985,29.2,No
2001,SFG,4.62,4.18,3,8,47,1463.1,1437,748,680,145,579,1080,1.378,6.64,0.89,118,170,0.981,29.2,No
2000,SFG,4.61,4.21,9,15,47,1444.1,1452,747,675,151,623,1076,1.437,6.7,0.94,93,173,0.985,28.5,No
1999,SFG,5.13,4.71,6,3,42,1456.1,1486,831,762,194,655,1076,1.47,6.65,1.2,105,155,0.983,28.6,No
1998,SFG,4.53,4.18,6,6,44,1477.0,1457,739,686,171,562,1089,1.367,6.64,1.04,101,157,0.984,31.8,No
1997,SFG,4.9,4.39,5,9,45,1446.0,1494,793,706,160,578,1044,1.433,6.5,1.0,125,157,0.98,28.9,No
1996,SFG,5.32,4.71,9,8,35,1442.1,1520,862,755,194,570,997,1.449,6.22,1.21,136,165,0.978,28.4,No
1995,SFG,5.39,4.86,12,5,34,1293.2,1368,776,699,173,505,801,1.448,5.57,1.2,108,142,0.98,28.6,No
1994,SFG,4.35,3.99,2,4,33,1025.1,1014,500,454,122,372,655,1.352,5.75,1.07,68,113,0.985,28.5,No
1993,SFG,3.93,3.61,4,9,50,1456.2,1385,636,585,168,442,982,1.254,6.07,1.04,101,169,0.984,28.5,No
1992,SFG,3.99,3.61,9,12,30,1461.0,1385,647,586,128,502,927,1.292,5.71,0.79,113,174,0.982,28.2,No
1991,SFG,4.3,4.03,10,10,45,1442.0,1397,697,646,143,544,905,1.346,5.65,0.89,109,151,0.982,28.9,No
1990,SFG,4.38,4.08,14,6,45,1446.1,1477,710,655,131,553,788,1.404,4.9,0.82,107,148,0.983,29.5,No
1989,SFG,3.7,3.3,12,16,47,1457.0,1320,600,535,120,471,802,1.229,4.95,0.74,114,135,0.982,31.6,No
1988,SFG,3.86,3.39,25,13,42,1462.1,1323,626,550,99,422,875,1.193,5.39,0.61,129,145,0.98,31.1,No
1987,SFG,4.13,3.68,19,10,38,1471.0,1407,669,601,146,547,1038,1.328,6.35,0.89,129,183,0.98,29.1,No
1986,SFG,3.81,3.33,18,10,35,1460.1,1264,618,541,121,591,992,1.27,6.11,0.75,143,149,0.977,29.3,No
1985,SFG,4.16,3.61,13,5,24,1448.0,1348,674,581,125,572,985,1.326,6.12,0.78,148,134,0.976,27.7,No
1984,SFG,4.98,4.39,9,7,38,1461.0,1589,807,713,125,549,854,1.463,5.26,0.77,173,134,0.973,27.4,No
1983,SFG,4.3,3.7,20,9,47,1445.2,1431,697,594,127,520,881,1.35,5.48,0.79,171,109,0.973,27.8,No
1982,SFG,4.24,3.64,18,4,45,1465.1,1507,687,592,109,466,810,1.346,4.97,0.67,173,125,0.973,27.4,No
1981,SFG,3.73,3.28,8,9,33,1009.1,970,414,368,57,393,561,1.35,5.0,0.51,102,102,0.977,29.1,No
1980,SFG,3.94,3.46,27,10,35,1448.1,1446,634,556,92,492,811,1.338,5.04,0.57,159,124,0.975,27.6,No
1979,SFG,4.64,4.16,25,6,34,1436.0,1484,751,664,143,577,880,1.435,5.52,0.9,163,138,0.974,28.3,No
1978,SFG,3.67,3.3,42,17,29,1455.0,1377,594,534,84,453,840,1.258,5.2,0.52,146,118,0.977,27.8,No
1977,SFG,4.39,3.75,27,10,33,1459.0,1501,711,608,114,529,854,1.391,5.27,0.7,179,136,0.972,27.0,No
1976,SFG,4.23,3.53,27,18,31,1461.2,1464,686,573,68,518,746,1.356,4.59,0.42,186,153,0.971,25.8,No
1975,SFG,4.17,3.74,37,9,24,1432.2,1406,671,595,92,612,856,1.409,5.38,0.58,146,164,0.976,24.9,No
1974,SFG,4.46,3.78,27,11,25,1439.0,1409,723,604,116,559,756,1.368,4.73,0.73,175,153,0.972,25.3,No
1973,SFG,4.33,3.79,33,8,44,1452.1,1442,702,612,145,485,787,1.327,4.88,0.9,163,138,0.974,26.8,No
1972,SFG,4.19,3.69,44,8,23,1386.1,1309,649,569,130,507,771,1.31,5.01,0.84,156,121,0.974,27.0,No
1971,SFG,3.98,3.32,45,14,30,1454.2,1324,644,536,128,471,831,1.234,5.14,0.79,179,153,0.972,28.5,No
1970,SFG,5.1,4.5,50,7,30,1457.2,1514,826,729,156,604,931,1.453,5.75,0.96,170,153,0.973,28.4,No
1969,SFG,3.93,3.26,71,15,17,1473.2,1381,636,533,120,461,906,1.25,5.53,0.73,169,155,0.974,29.5,No
1968,SFG,3.25,2.71,77,20,16,1469.0,1302,529,442,86,344,942,1.12,5.77,0.53,162,125,0.975,29.0,No
1967,SFG,3.4,2.92,64,17,24,1474.1,1283,551,478,113,453,990,1.177,6.04,0.69,134,149,0.979,28.6,No
1966,SFG,3.89,3.24,52,14,27,1476.2,1370,626,531,140,359,973,1.171,5.93,0.85,168,131,0.974,28.0,No
1965,SFG,3.64,3.2,42,17,41,1465.1,1325,593,521,137,408,1060,1.183,6.51,0.84,148,124,0.976,28.8,No
1964,SFG,3.62,3.19,48,17,31,1476.1,1348,587,523,118,480,1023,1.238,6.24,0.72,159,136,0.975,27.7,No
1963,SFG,3.96,3.35,46,9,30,1469.0,1380,641,546,126,464,954,1.255,5.84,0.77,156,113,0.975,28.8,No
1962,SFG,4.18,3.79,62,10,39,1461.2,1399,690,616,148,503,886,1.301,5.46,0.91,142,153,0.977,28.8,No
1961,SFG,4.23,3.77,39,9,30,1388.0,1306,655,582,152,502,924,1.303,5.99,0.99,133,126,0.977,27.6,No
1960,SFG,4.04,3.44,55,16,26,1396.0,1288,631,534,107,512,897,1.289,5.78,0.69,166,117,0.972,28.5,No
1959,SFG,3.98,3.47,52,12,25,1376.1,1279,613,530,139,500,873,1.293,5.71,0.91,152,118,0.974,28.4,No
1958,SFG,4.53,3.98,38,7,26,1389.1,1400,698,614,166,512,775,1.376,5.02,1.08,152,156,0.975,27.6,No
1957,SFG,4.55,4.01,35,9,21,1398.2,1436,701,623,150,471,701,1.363,4.51,0.97,161,180,0.974,27.7,No
1956,SFG,4.22,3.78,31,9,29,1378.0,1287,650,578,144,551,765,1.334,5.0,0.94,144,143,0.976,29.4,No
1955,SFG,4.37,3.77,52,6,14,1386.2,1347,673,581,155,560,721,1.375,4.68,1.01,142,165,0.976,29.7,No
1954,SFG,3.57,3.09,45,19,31,1390.0,1258,550,478,113,613,692,1.346,4.48,0.73,154,172,0.975,29.9,No
1953,SFG,4.82,4.25,46,10,20,1365.2,1403,747,645,146,610,647,1.474,4.26,0.96,151,151,0.975,30.4,No
1952,SFG,4.15,3.59,49,12,32,1371.0,1282,639,547,121,538,655,1.327,4.3,0.79,158,175,0.974,31.0,No
1951,SFG,4.08,3.48,64,9,18,1412.2,1334,641,546,148,482,625,1.286,3.98,0.94,171,175,0.972,29.8,No
1950,SFG,4.18,3.71,70,19,15,1375.0,1268,643,567,140,536,596,1.312,3.9,0.92,137,181,0.977,29.3,No
1949,SFG,4.44,3.82,68,10,9,1374.1,1328,693,584,132,544,516,1.362,3.38,0.86,161,134,0.973,27.7,No
1948,SFG,4.54,3.93,54,15,21,1373.0,1425,703,599,122,556,527,1.443,3.45,0.8,156,134,0.974,27.3,No
1947,SFG,4.91,4.44,58,6,14,1363.2,1428,761,673,122,590,553,1.48,3.65,0.81,155,136,0.974,26.6,No
1946,SFG,4.45,3.92,47,8,13,1353.1,1313,685,589,114,660,581,1.458,3.86,0.76,159,121,0.973,27.4,No
1945,SFG,4.55,4.06,53,13,21,1374.2,1401,701,620,85,528,529,1.403,3.46,0.56,166,112,0.973,27.8,No
1944,SFG,4.99,4.29,47,4,21,1363.2,1413,773,650,116,587,499,1.467,3.29,0.77,179,128,0.971,28.3,No
1943,SFG,4.57,4.08,35,6,19,1394.2,1474,713,632,80,626,588,1.506,3.79,0.52,166,140,0.973,29.5,No
1942,SFG,3.9,3.31,70,12,13,1370.0,1299,600,504,94,493,497,1.308,3.26,0.62,138,128,0.977,29.4,No
1941,SFG,4.53,3.94,55,12,18,1391.2,1455,706,610,90,539,566,1.433,3.66,0.58,160,144,0.974,29.6,No
1940,SFG,4.34,3.79,57,11,18,1360.1,1383,659,573,110,473,606,1.364,4.01,0.73,139,132,0.977,30.1,No
1939,SFG,4.54,4.07,55,6,19,1319.0,1412,685,596,86,477,505,1.432,3.45,0.59,153,151,0.975,28.6,No
1938,SFG,4.19,3.62,59,8,18,1349.0,1370,637,543,87,389,497,1.304,3.32,0.58,168,147,0.973,28.1,No
1937,SFG,3.96,3.43,67,11,17,1361.0,1341,602,518,86,404,653,1.282,4.32,0.57,159,143,0.974,27.8,No
1936,SFG,4.03,3.46,60,12,22,1385.2,1458,621,532,75,401,500,1.342,3.25,0.49,168,164,0.974,28.0,No
1935,SFG,4.33,3.78,75,10,12,1403.2,1433,675,590,106,411,524,1.314,3.36,0.68,174,129,0.972,27.5,No
1934,SFG,3.81,3.19,68,13,30,1370.0,1384,583,486,75,351,499,1.266,3.28,0.49,179,141,0.972,28.6,No
1933,SFG,3.3,2.71,75,23,15,1408.2,1280,515,424,61,400,555,1.193,3.55,0.39,178,156,0.973,28.8,No
1932,SFG,4.58,3.83,57,3,16,1375.1,1533,706,585,112,387,506,1.396,3.31,0.73,191,143,0.969,29.9,No
1931,SFG,3.92,3.3,90,17,14,1360.2,1341,599,499,71,422,570,1.296,3.77,0.47,159,126,0.974,29.7,No
1930,SFG,5.29,4.61,64,6,19,1363.1,1546,814,699,117,439,522,1.456,3.45,0.77,164,144,0.974,28.8,No
1929,SFG,4.66,3.97,68,9,12,1372.0,1536,709,605,102,387,431,1.402,2.83,0.67,158,163,0.975,29.0,No
1928,SFG,4.21,3.67,79,7,15,1394.0,1454,653,568,77,405,399,1.334,2.58,0.5,178,175,0.972,28.7,No
1927,SFG,4.65,3.97,65,7,16,1381.2,1520,720,609,77,453,442,1.428,2.88,0.5,195,160,0.969,28.5,No
1926,SFG,4.42,3.77,61,4,15,1341.2,1370,668,562,70,427,419,1.339,2.81,0.47,186,150,0.97,28.7,No
1925,SFG,4.62,3.94,80,6,8,1354.0,1532,702,593,73,408,446,1.433,2.96,0.49,199,129,0.968,28.0,No
1924,SFG,4.16,3.62,71,4,19,1378.2,1464,641,554,77,392,406,1.346,2.65,0.5,186,160,0.971,27.0,No
1923,SFG,4.44,3.9,62,10,20,1378.0,1440,679,597,82,424,453,1.353,2.96,0.54,176,141,0.972,27.7,No
1922,SFG,4.22,3.45,78,7,14,1396.1,1454,658,536,71,393,388,1.323,2.5,0.46,194,145,0.97,28.0,No
1921,SFG,4.16,3.55,72,9,18,1372.1,1497,637,542,79,295,357,1.306,2.34,0.52,187,155,0.971,29.1,No
1920,SFG,3.5,2.8,87,18,9,1408.2,1379,543,439,44,297,380,1.19,2.43,0.28,210,137,0.969,28.7,No
1919,SFG,3.36,2.7,72,11,13,1256.0,1153,470,377,34,305,340,1.161,2.44,0.24,216,96,0.964,27.4,No
1918,SFG,3.35,2.64,74,18,11,1111.2,1002,415,326,20,228,330,1.106,2.67,0.16,152,80,0.971,28.0,No
1917,SFG,2.89,2.27,92,18,14,1426.2,1221,457,360,29,327,551,1.085,3.48,0.18,208,122,0.968,28.3,No
1916,SFG,3.25,2.6,88,22,12,1397.1,1267,504,404,41,310,638,1.129,4.11,0.26,217,108,0.966,27.3,No
1915,SFG,4.05,3.11,78,15,9,1385.0,1350,628,479,40,325,637,1.209,4.14,0.26,256,119,0.96,27.1,No
1914,SFG,3.69,2.94,88,20,9,1390.2,1298,576,455,47,367,563,1.197,3.64,0.3,254,119,0.961,28.7,No
1913,SFG,3.3,2.42,82,12,17,1422.0,1276,515,383,38,315,651,1.119,4.12,0.24,254,107,0.961,27.7,No
1912,SFG,3.71,2.58,93,8,16,1369.2,1352,571,393,35,338,652,1.234,4.28,0.23,280,123,0.956,27.3,No
1911,SFG,3.52,2.69,95,19,13,1368.0,1267,542,409,33,369,771,1.196,5.07,0.22,256,86,0.959,27.0,No
1910,SFG,3.66,2.68,96,9,10,1391.2,1290,567,414,30,397,717,1.212,4.64,0.19,291,117,0.955,26.1,No
1909,SFG,3.46,2.27,102,17,15,1440.2,1248,547,364,28,397,735,1.142,4.59,0.17,307,99,0.954,25.9,No
1908,SFG,2.9,2.14,95,25,18,1411.0,1210,455,336,26,288,656,1.062,4.18,0.17,250,79,0.962,28.1,No
1907,SFG,3.29,2.45,109,22,13,1371.0,1219,510,373,24,369,655,1.158,4.3,0.16,232,75,0.963,28.7,No
1906,SFG,3.33,2.49,105,19,18,1334.1,1207,509,369,12,394,639,1.2,4.31,0.08,233,84,0.963,28.0,No
1905,SFG,3.26,2.39,117,18,15,1370.0,1160,505,364,25,364,760,1.112,4.99,0.16,258,93,0.96,27.3,No
1904,SFG,3.0,2.17,127,21,15,1396.2,1151,474,337,36,349,707,1.074,4.56,0.23,294,93,0.956,27.1,No
1903,SFG,3.99,2.95,115,8,8,1262.2,1257,567,414,20,371,628,1.289,4.48,0.14,287,87,0.951,27.4,No
1902,SFG,4.28,2.86,120,11,1,1242.1,1217,604,395,16,337,508,1.251,3.68,0.12,337,107,0.943,26.3,No
1901,SFG,5.35,3.87,118,11,1,1232.0,1389,755,530,24,377,542,1.433,3.96,0.18,348,81,0.941,24.8,No
1900,SFG,5.84,3.96,113,4,0,1207.1,1423,823,531,26,442,277,1.545,2.06,0.19,439,124,0.928,26.2,No
1899,SFG,5.67,4.27,139,4,0,1290.2,1463,868,613,19,630,402,1.622,2.8,0.13,434,142,0.932,26.4,No
1898,SFG,5.1,3.44,141,9,1,1353.2,1359,800,517,21,587,558,1.438,3.71,0.14,447,113,0.932,26.8,No
1897,SFG,5.04,3.45,119,8,3,1196.1,1217,696,458,26,490,463,1.427,3.48,0.2,399,109,0.93,26.5,No
1896,SFG,6.17,4.54,104,1,2,1136.2,1303,821,574,33,403,312,1.501,2.47,0.26,365,90,0.933,27.5,No
1895,SFG,6.32,4.51,115,6,1,1147.1,1359,834,575,34,415,409,1.546,3.21,0.27,438,106,0.922,26.4,No
1894,SFG,5.76,3.82,113,5,5,1230.0,1310,801,522,37,546,403,1.509,2.95,0.27,454,103,0.923,25.1,No
1893,SFG,6.21,4.29,111,6,4,1211.1,1271,845,578,36,581,395,1.529,2.93,0.27,432,95,0.927,25.4,No
1892,SFG,5.4,3.29,139,5,1,1322.2,1165,826,484,32,635,650,1.361,4.42,0.22,565,97,0.912,24.5,No
1891,SFG,5.23,2.99,117,11,2,1204.0,1098,711,400,26,593,651,1.404,4.87,0.19,384,104,0.933,24.5,No
1890,SFG,5.17,3.06,115,6,1,1177.0,1029,698,400,14,607,612,1.39,4.68,0.11,440,104,0.922,22.4,No
1889,SFG,5.4,3.47,119,6,3,1150.0,1067,708,444,38,524,558,1.383,4.37,0.3,437,90,0.919,29.7,No
1888,SFG,3.47,1.96,133,20,3,1208.0,907,479,263,27,307,726,1.005,5.41,0.2,432,76,0.924,27.6,No
1887,SFG,5.6,3.58,123,5,1,1111.2,1096,723,442,27,373,415,1.321,3.36,0.22,431,83,0.92,27.1,No
1886,SFG,4.5,2.86,119,3,1,1062.0,1029,558,338,23,280,588,1.233,4.98,0.19,359,70,0.929,27.5,No
1885,SFG,3.3,1.72,109,16,1,994.0,758,370,190,11,265,516,1.029,4.67,0.1,331,85,0.929,26.0,No
1884,SFG,5.37,3.12,111,4,0,1014.0,1011,623,351,28,326,567,1.319,5.03,0.25,514,69,0.895,23.7,No
1883,SFG,5.89,2.94,87,5,0,866.0,907,577,283,19,170,323,1.244,3.36,0.2,468,52,0.889,23.1,No
2023,STL,5.12,4.79,0,10,36,1428.1,1549,829,760,179,530,1215,1.456,7.66,1.13,67,154,0.989,29.7,No
2022,STL,3.93,3.79,3,17,37,1435.2,1335,637,605,146,489,1177,1.27,7.38,0.92,66,181,0.989,29.4,No
2021,STL,4.15,3.98,3,15,50,1417.0,1234,672,626,152,608,1225,1.3,7.78,0.97,84,137,0.986,30.1,No
2019,STL,4.09,3.8,1,14,52,1444.0,1284,662,609,191,545,1399,1.267,8.72,1.19,66,168,0.989,27.8,No
2018,STL,4.27,3.85,1,8,43,1455.1,1354,691,622,144,593,1337,1.338,8.27,0.89,133,151,0.978,26.7,No
2017,STL,4.35,4.01,3,12,43,1450.1,1393,705,646,183,493,1351,1.3,8.38,1.14,94,164,0.984,28.3,No
2016,STL,4.4,4.08,2,10,38,1448.1,1432,712,656,159,475,1290,1.317,8.02,0.99,107,169,0.983,28.0,No
2015,STL,3.24,2.94,1,15,62,1464.2,1359,525,478,123,477,1329,1.254,8.17,0.76,96,159,0.984,28.2,No
2014,STL,3.72,3.5,8,23,55,1448.2,1321,603,564,123,470,1221,1.236,7.59,0.76,88,145,0.985,27.2,No
2013,STL,3.68,3.42,7,15,44,1459.2,1366,596,555,112,451,1254,1.245,7.73,0.69,75,177,0.988,26.9,No
2012,STL,4.0,3.71,4,10,42,1462.2,1420,648,603,134,436,1218,1.269,7.49,0.82,107,149,0.983,28.6,No
2011,STL,4.27,3.74,7,9,47,1462.0,1461,692,608,136,448,1098,1.306,6.76,0.84,116,167,0.982,30.2,Yes
2010,STL,3.96,3.57,7,16,32,1453.2,1412,641,577,133,477,1094,1.299,6.77,0.82,99,172,0.984,30.2,No
2009,STL,3.95,3.66,8,11,43,1440.2,1407,640,586,123,460,1049,1.296,6.55,0.77,96,167,0.985,30.1,No
2008,STL,4.48,4.19,2,7,42,1454.0,1517,725,677,163,496,957,1.384,5.92,1.01,85,156,0.986,30.2,No
2007,STL,5.12,4.65,2,8,34,1435.2,1514,829,741,168,509,945,1.409,5.92,1.05,121,155,0.98,29.6,No
2006,STL,4.73,4.54,6,9,38,1429.2,1475,762,721,193,504,970,1.384,6.11,1.21,98,170,0.984,28.6,Yes
2005,STL,3.91,3.49,15,14,48,1445.2,1399,634,560,153,443,974,1.274,6.06,0.95,100,196,0.984,29.7,No
2004,STL,4.07,3.75,4,12,57,1453.2,1378,659,605,169,440,1041,1.251,6.45,1.05,97,154,0.985,30.1,No
2003,STL,4.91,4.6,9,10,41,1463.2,1544,796,748,210,508,969,1.402,5.96,1.29,77,138,0.987,31.2,No
2002,STL,4.0,3.7,4,9,42,1446.1,1355,648,595,141,547,1009,1.315,6.28,0.88,103,168,0.983,30.2,No
2001,STL,4.22,3.93,8,11,38,1435.1,1389,684,627,196,526,1083,1.334,6.79,1.23,110,156,0.982,29.3,No
2000,STL,4.76,4.38,10,7,37,1433.2,1403,771,698,196,606,1100,1.401,6.91,1.23,111,148,0.981,29.3,No
1999,STL,5.2,4.74,5,3,38,1445.1,1519,838,761,161,667,1025,1.512,6.38,1.0,132,163,0.978,28.6,No
1998,STL,4.8,4.31,6,10,44,1469.2,1513,782,703,151,558,972,1.409,5.95,0.92,142,160,0.978,28.9,No
1997,STL,4.37,3.88,5,3,39,1455.2,1422,708,627,124,536,1130,1.345,6.99,0.77,123,156,0.98,29.5,No
1996,STL,4.36,3.97,13,11,43,1452.1,1380,706,641,173,539,1050,1.321,6.51,1.07,125,139,0.98,30.9,No
1995,STL,4.6,4.09,4,6,38,1265.2,1290,658,575,135,445,842,1.371,5.99,0.96,113,156,0.98,30.2,No
1994,STL,5.4,5.14,7,7,29,1018.0,1154,621,581,134,355,632,1.482,5.59,1.18,80,119,0.982,29.4,No
1993,STL,4.59,4.09,5,7,54,1453.0,1553,744,660,152,383,775,1.332,4.8,0.94,159,157,0.975,28.7,No
1992,STL,3.73,3.38,10,9,47,1480.0,1405,604,556,118,400,842,1.22,5.12,0.72,94,146,0.985,28.7,No
1991,STL,4.0,3.69,9,5,51,1435.1,1367,648,588,114,454,822,1.269,5.15,0.71,107,133,0.982,29.4,No
1990,STL,4.31,3.87,8,13,39,1443.1,1432,698,621,98,475,833,1.321,5.19,0.61,130,114,0.979,29.8,No
1989,STL,3.71,3.36,18,18,43,1461.0,1330,608,546,84,482,844,1.24,5.2,0.52,112,134,0.982,28.2,No
